player_id,first_name,last_name,player_name,jersey_number,position,date_of_birth,birthplace,hometown,nationality,height,shoots,catches,primary_image,most_recent_team,most_recent_team_code
289,Kathryn,Reilly,Kathryn Reilly,8,D,2001-01-17,"Richmond, BC, Canada","Richmond, BC",Canada,5'7,R,R,https://assets.leaguestat.com/pwhl/240x240/289.jpg,Ottawa Charge,OTT
29,Kennedy,Marchment,Kennedy Marchment,22,F,1996-12-06,"Marmora, Ontario, Canada","Marmora, ON",Canada,5'8,R,,https://assets.leaguestat.com/pwhl/240x240/29.jpg,Montréal Victoire,MTL
291,Lily,Delianedis,Lily Delianedis,7,F,2001-10-07,"Edina, Minnesota, United States","Edina, MN",United States,,L,L,NA,Seattle Torrent,SEA
292,Jada,Habisch,Jada Habisch,52,F,2002-06-25,"Buffalo, Minn, United States","Buffalo, MN",United States,,R,R,NA,Seattle Torrent,SEA
293,Sydney,Langseth,Sydney Langseth,71,F,2002-01-29,"Eden Prairie, Minnesota, United States","Eden Prairie, MN",United States,,R,R,NA,Seattle Torrent,SEA
294,Lyndie,Lobdell,Lyndie Lobdell,24,D,2002-09-01,"Aurora, IL, United States","Aurora, IL",United States,,R,R,NA,Seattle Torrent,SEA
295,Marah,Wagner,Marah Wagner,66,F,2000-10-19,"Seattle, WA, United States","Seattle, WA",United States,,L,L,NA,Seattle Torrent,SEA
297,Lily,Yovetich,Lily Yovetich,16,D,2001-08-02,"Ottawa, ON, Canada","Ottawa, ON",Canada,,R,R,,Seattle Torrent,SEA
3,Emma,Buckles,Emma Buckles,24,D,1999-06-10,NA,"Toronto, ON",,,L,,https://assets.leaguestat.com/pwhl/240x240/3.jpg,PWHL Ottawa,OTT
30,Kristin,O'Neill,Kristin O'Neill,43,F,1998-03-30,"Oakville, Ontario, Canada","Oakville, ON",Canada,"5'4""",L,,https://assets.leaguestat.com/pwhl/240x240/30.jpg,New York Sirens,NY
301,Katie,Chan,Katie Chan,9,F,2003-01-05,"Richmond, British Columbia, Canada","Richmond, BC",Canada,5'2,L,L,https://assets.leaguestat.com/pwhl/240x240/301.jpg,Vancouver Goldeneyes,VAN
306,Darcie,Lappan,Darcie Lappan,72,F,2001-09-15,"Kingston, Ontario, Canada","Kingston, ON",Canada,5'7,L,L,https://assets.leaguestat.com/pwhl/240x240/306.jpg,Vancouver Goldeneyes,VAN
31,Marie-Philip,Poulin,Marie-Philip Poulin,29,F,1991-03-28,"Beauceville, Québec, Canada","Beauceville, QC",Canada,5'7,L,L,https://assets.leaguestat.com/pwhl/240x240/31.jpg,Montréal Victoire,MTL
310,Madison,Samoskevich,Madison Samoskevich,7,F,2002-11-15,"Sandy Hook, Connecticut, United States","Sandy Hook, CT",United States,5'5,L,L,https://assets.leaguestat.com/pwhl/240x240/310.jpg,Vancouver Goldeneyes,VAN
32,Laura,Stacey,Laura Stacey,7,F,1994-05-05,"Kleinburg, Ontario, Canada","Kleinburg, ON",Canada,"5'10""",R,,https://assets.leaguestat.com/pwhl/240x240/32.jpg,Montréal Victoire,MTL
33,Chloé,Aurard-Bushee,Chloé Aurard-Bushee,12,F,1999-03-15,"Villard-de-Lans, France","Villard-de-Lans, FRA",France,5'6,L,,https://assets.leaguestat.com/pwhl/240x240/33.jpg,Boston Fleet,BOS
34,Alex,Carpenter,Alex Carpenter,25,F,1994-04-13,"North Reading, Massachusetts, United States","North Reading, MA",United States,"5'7""",L,,https://assets.leaguestat.com/pwhl/240x240/34.jpg,Seattle Torrent,SEA
35,Jade,Downie-Landry,Jade Downie-Landry,77,F,1995-10-03,"St-Jean-sur-Richelieu, QC, Québec, Canada","St-Jean-sur-Richelieu, QC",Canada,5'9,L,,https://assets.leaguestat.com/pwhl/240x240/35.jpg,Montréal Victoire,MTL
36,Jessie,Eldridge,Jessie Eldridge,9,F,1997-12-17,"Barrie, Ontario, Canada","Barrie, ON",Canada,"5'9""",R,,https://assets.leaguestat.com/pwhl/240x240/36.jpg,Seattle Torrent,SEA
37,Élizabeth,Giguère,Élizabeth Giguère,18,F,1997-05-08,"Québec, Québec, Canada","Quebec City, QC",Canada,5'10,R,,https://assets.leaguestat.com/pwhl/240x240/37.jpg,Minnesota Frost,MIN
38,Brooke,Hobson,Brooke Hobson,11,D,1999-05-27,"Prince Albert, Saskatchewan, Canada","Prince Albert, SK",Canada,5'6,L,,https://assets.leaguestat.com/pwhl/240x240/38.jpg,Ottawa Charge,OTT
39,Alexandra,Labelle,Alexandra Labelle,13,F,1996-02-27,"St-Louis-de-Gonzague, QC, Québec, Canada","St-Louis-de-Gonzague, QC",Canada,5'7,L,,https://assets.leaguestat.com/pwhl/240x240/39.jpg,Montréal Victoire,MTL
4,Shiann,Darkangelo,Shiann Darkangelo,27,F,1993-11-28,"Brighton, Michigan, United States","Brighton, MI",United States,"5'11""",L,,https://assets.leaguestat.com/pwhl/240x240/4.jpg,Montréal Victoire,MTL
40,Paetyn,Levis,Paetyn Levis,19,F,1999-11-06,"Rogers, Minnesota, United States","Rogers, MN",United States,"5'5""",R,,https://assets.leaguestat.com/pwhl/240x240/40.jpg,New York Sirens,NY
42,Abby,Roque,Abby Roque,11,F,1997-09-25,"Sault Ste. Marie, Michigan, United States","Sault Ste. Marie, MI",United States,"5'7""",R,,https://assets.leaguestat.com/pwhl/240x240/42.jpg,Montréal Victoire,MTL
44,Ella,Shelton,Ella Shelton,17,D,1998-01-19,"Ingersoll, Ontario, Canada","Ingersoll, ON",Canada,"5'8""",L,,https://assets.leaguestat.com/pwhl/240x240/44.jpg,Toronto Sceptres,TOR
45,Kayla,Vespa,Kayla Vespa,81,F,1997-04-01,"Hamilton, Ontario, Canada","Hamilton, ON",Canada,"5'2""",L,,https://assets.leaguestat.com/pwhl/240x240/45.jpg,New York Sirens,NY
46,Olivia,Zafuto,Olivia Zafuto,73,D,1997-01-25,"Niagara Falls, New York, United States","Niagara Falls, NY",United States,5'6,L,,https://assets.leaguestat.com/pwhl/240x240/46.jpg,Boston Fleet,BOS
47,Micah,Zandee-Hart,Micah Zandee-Hart,28,D,1997-01-13,"Saanichton, British Columbia, Canada","Saanichton, BC",Canada,5'8,L,,https://assets.leaguestat.com/pwhl/240x240/47.jpg,New York Sirens,NY
49,Lexie,Adzija,Lexie Adzija,78,F,2000-06-30,"St. Thomas, Ontario, Canada","St. Thomas, ON",Canada,5'10,L,,https://assets.leaguestat.com/pwhl/240x240/49.jpg,Seattle Torrent,SEA
5,Jessica,DiGirolamo,Jessica DiGirolamo,22,D,1999-02-13,"Mississauga, Ontario, Canada","Mississauga, ON",Canada,5'9'',L,,https://assets.leaguestat.com/pwhl/240x240/5.jpg,Montréal Victoire,MTL
50,Ashton,Bell,Ashton Bell,21,D,1999-12-07,"Deloraine, Manitoba, Canada","Deloraine, MB",Canada,"5'9""",R,,https://assets.leaguestat.com/pwhl/240x240/50.jpg,Vancouver Goldeneyes,VAN
51,Amanda,Boulier,Amanda Boulier,44,D,1993-03-30,"Watertown, Connecticut, United States","Watertown, CT",United States,"5'1""",R,,https://assets.leaguestat.com/pwhl/240x240/51.jpg,Montréal Victoire,MTL
52,Zoe,Boyd,Zoe Boyd,3,D,2000-08-09,"Caledon East, Ontario, Canada","Caledon East, ON",Canada,5'8,L,,https://assets.leaguestat.com/pwhl/240x240/52.jpg,Boston Fleet,BOS
53,Emily,Clark,Emily Clark,26,F,1995-11-28,"Saskatoon, Saskatchewan, Canada","Saskatoon, SK",Canada,5'7,L,,https://assets.leaguestat.com/pwhl/240x240/53.jpg,Ottawa Charge,OTT
54,Kristin,Della Rovere,Kristin Della Rovere,21,F,2000-11-30,"Caledon, Ontario, Canada","Caledon East, ON",Canada,,R,R,https://assets.leaguestat.com/pwhl/240x240/54.jpg,Toronto Sceptres,TOR
55,Becca,Gilmore,Becca Gilmore,10,F,1998-02-15,NA,"Wayland, MA",,,R,,https://assets.leaguestat.com/pwhl/240x240/55.jpg,PWHL Ottawa,OTT
56,Savannah,Harmon,Savannah Harmon,15,D,1995-10-27,"Downers Grove, Illinois, United States","Downers Grove, IL",United States,"5'3""",L,,https://assets.leaguestat.com/pwhl/240x240/56.jpg,Toronto Sceptres,TOR
57,Gabbie,Hughes,Gabbie Hughes,17,F,1999-10-04,"Lino Lakes, Minnesota, United States","Lino Lakes, MN",United States,5'9,L,,https://assets.leaguestat.com/pwhl/240x240/57.jpg,Ottawa Charge,OTT
58,Brianne,Jenner,Brianne Jenner,19,F,1991-05-04,"Oakville, Ontario, Canada","Oakville, ON",Canada,5'9,R,,https://assets.leaguestat.com/pwhl/240x240/58.jpg,Ottawa Charge,OTT
60,Jincy,Roese,Jincy Roese,71,D,1997-05-15,"O'Fallon, Missouri , United States","O'Fallon, MO",United States,"5'6""",L,,https://assets.leaguestat.com/pwhl/240x240/60.jpg,New York Sirens,NY
61,Hayley,Scamurra,Hayley Scamurra,16,F,1994-12-14,"Buffalo, New York, United States","Buffalo, NY",United States,"5'8""",L,,https://assets.leaguestat.com/pwhl/240x240/61.jpg,Montréal Victoire,MTL
62,Aneta,Tejralová,Aneta Tejralová,2,D,1996-01-04,"Prague, Czechia","Prague, CZE",Czechia,5'5,L,,https://assets.leaguestat.com/pwhl/240x240/62.jpg,Seattle Torrent,SEA
63,Daryl,Watts,Daryl Watts,9,F,1999-05-15,"Toronto, Ontario, Canada","Toronto, ON",Canada,"5'6""",L,,https://assets.leaguestat.com/pwhl/240x240/63.jpg,Toronto Sceptres,TOR
65,Jesse,Compher,Jesse Compher,18,F,1999-07-01,"Northbrook, Illinois, United States","Northbrook, IL",United States,"5'8""",R,,https://assets.leaguestat.com/pwhl/240x240/65.jpg,Toronto Sceptres,TOR
66,Maggie,Connors,Maggie Connors,22,F,2000-10-22,"St John's, Newfoundlan, Canada","St. John's, NL",Canada,"5'6""",L,,https://assets.leaguestat.com/pwhl/240x240/66.jpg,Toronto Sceptres,TOR
67,Renata,Fast,Renata Fast,14,D,1994-10-06,"Burlington, Ontario, Canada","Burlington, ON",Canada,"5'7""",R,,https://assets.leaguestat.com/pwhl/240x240/67.jpg,Toronto Sceptres,TOR
68,Kali,Flanagan,Kali Flanagan,6,D,1995-09-19,"Burlington, Massachussetts, United States","Burlington, MA",United States,"5'4""",R,,https://assets.leaguestat.com/pwhl/240x240/68.jpg,Toronto Sceptres,TOR
69,Brittany,Howard,Brittany Howard,41,F,1995-11-20,NA,"St. Thomas, ON",,,R,,https://assets.leaguestat.com/pwhl/240x240/69.jpg,PWHL Toronto,TOR
7,Kaleigh,Fratkin,Kaleigh Fratkin,13,D,1992-03-24,NA,"Burnaby, BC",,,R,,https://assets.leaguestat.com/pwhl/240x240/7.jpg,PWHL Boston,BOS
71,Jocelyne,Larocque,Jocelyne Larocque,3,D,1988-05-19,"Ste. Anne, Manitoba, Canada","Ste. Anne, MB",Canada,5'5,L,,https://assets.leaguestat.com/pwhl/240x240/71.jpg,Ottawa Charge,OTT
72,Rebecca,Leslie,Rebecca Leslie,37,F,1996-05-08,"Ottawa, Ontario, Canada","Ottawa, ON",Canada,5'6,R,,https://assets.leaguestat.com/pwhl/240x240/72.jpg,Ottawa Charge,OTT
73,Emma,Maltais,Emma Maltais,27,F,1999-11-04,"Burlington, Ontario, Canada","Burlington, ON",Canada,"5'3""",L,,https://assets.leaguestat.com/pwhl/240x240/73.jpg,Toronto Sceptres,TOR
74,Allie,Munroe,Allie Munroe,12,D,1997-04-20,"Yarmouth, Nova Scotia, Canada","Yarmouth, NS",Canada,"5'6""",L,,https://assets.leaguestat.com/pwhl/240x240/74.jpg,Toronto Sceptres,TOR
75,Sarah,Nurse,Sarah Nurse,20,F,1995-01-04,"Hamilton, Ontario, Canada","Hamilton, ON",Canada,5'7,L,,https://assets.leaguestat.com/pwhl/240x240/75.jpg,Vancouver Goldeneyes,VAN
76,Blayre,Turnbull,Blayre Turnbull,40,F,1993-07-15,"Stellarton, Nova Scotia, Canada","Stellarton, NS",Canada,"5'7""",R,,https://assets.leaguestat.com/pwhl/240x240/76.jpg,Toronto Sceptres,TOR
78,Susanna,Tapani,Susanna Tapani,77,F,1993-03-02,"Turku, Finland","Turku, FIN",Finland,5'10,L,L,https://assets.leaguestat.com/pwhl/240x240/78.jpg,Boston Fleet,BOS
79,Maggie,Flaherty,Maggie Flaherty,91,D,2000-06-02,"Lakeville, Minnesota, United States","Lakeville, MN",United States,5'8,L,L,https://assets.leaguestat.com/pwhl/240x240/79.jpg,Montréal Victoire,MTL
8,Loren,Gabel,Loren Gabel,36,F,1997-07-24,"Kitchener, Ontario, Canada","Kitchener, ON",Canada,5'4,L,,https://assets.leaguestat.com/pwhl/240x240/8.jpg,Boston Fleet,BOS
80,Ann-Sophie,Bettez,Ann-Sophie Bettez,24,F,1987-11-14,NA,"Sept-Îles, QC",,,L,L,https://assets.leaguestat.com/pwhl/240x240/80.jpg,PWHL Montreal,MTL
81,Sarah,Bujold,Sarah Bujold,16,F,1996-02-26,NA,"Riverview, NB",,,L,L,https://assets.leaguestat.com/pwhl/240x240/81.jpg,Montréal Victoire,MTL
82,Dominika,Lásková,Dominika Lásková,96,D,1996-12-20,"Prague, Czechia","Prague, CZE",Czechia,5'6,R,R,https://assets.leaguestat.com/pwhl/240x240/82.jpg,Montréal Victoire,MTL
83,Erin,Ambrose,Erin Ambrose,23,D,1994-04-30,"Keswick, Ontario, Canada","Keswick, ON",Canada,"5'5""",R,R,https://assets.leaguestat.com/pwhl/240x240/83.jpg,Montréal Victoire,MTL
84,Kati,Tabin,Kati Tabin,9,D,1997-04-21,"Winnipeg, Manitoba, Canada","Winnipeg, MB",Canada,"5'8""",L,L,https://assets.leaguestat.com/pwhl/240x240/84.jpg,Montréal Victoire,MTL
86,Emma,Woods,Emma Woods,67,F,1995-12-18,"Burford, Ontario, Canada","Burford, ON",Canada,"5'7""",R,R,https://assets.leaguestat.com/pwhl/240x240/86.jpg,Toronto Sceptres,TOR
87,Jaime,Bourbonnais,Jaime Bourbonnais,14,D,1998-09-09,"Mississauga,, Ontario, Canada","Mississauga, ON",Canada,5'7,R,R,https://assets.leaguestat.com/pwhl/240x240/87.jpg,New York Sirens,NY
88,Kateřina,Mrázová,Kateřina Mrázová,16,F,1992-10-19,"Kolín, Czechia","Kolín, CZE",Czechia,5'4,L,L,https://assets.leaguestat.com/pwhl/240x240/88.jpg,Ottawa Charge,OTT
89,Hannah,Miller,Hannah Miller,34,F,1996-02-16,"North Vancouver, British Columbia, Canada","North Vancouver, BC ",Canada,"5'9""",L,L,https://assets.leaguestat.com/pwhl/240x240/89.jpg,Vancouver Goldeneyes,VAN
9,Taylor,Girard,Taylor Girard,17,F,1998-07-17,"Macomb, Michigan, United States","Macomb, MI",United States,5'10,L,L,https://assets.leaguestat.com/pwhl/240x240/9.jpg,New York Sirens,NY
90,Natalie,Buchbinder,Natalie Buchbinder,22,D,1999-01-22,"Fairport, New York, United States","Fairport, NY",United States,"5'8""",R,,https://assets.leaguestat.com/pwhl/240x240/90.jpg,Minnesota Frost,MIN
91,Brooke,Bryant,Brooke Bryant,17,F,2000-08-22,"Linden, California, United States","Linden, CA",United States,5'6,R,R,https://assets.leaguestat.com/pwhl/240x240/91.jpg,Seattle Torrent,SEA
92,Sydney,Brodt,Sydney Brodt,10,F,1998-05-03,NA,"North Oaks, MN",,,R,,https://assets.leaguestat.com/pwhl/240x240/92.jpg,Minnesota Frost,MIN
97,Liz,Schepers,Liz Schepers,13,F,1999-02-13,"Mound , Minnesota, United States","Mound, MN",United States,5'7,L,,https://assets.leaguestat.com/pwhl/240x240/97.jpg,Boston Fleet,BOS
98,Maureen,Murphy,Maureen Murphy,21,F,1999-12-15,"Buffalo, New York, United States","Buffalo, NY",United States,5'4,R,R,https://assets.leaguestat.com/pwhl/240x240/98.jpg,Montréal Victoire,MTL
99,Mariah,Keopple,Mariah Keopple,20,D,2000-06-27,"Menomonie, Wisconsin, United States","Menomonie, WI",United States,5'9,L,R,https://assets.leaguestat.com/pwhl/240x240/99.jpg,Seattle Torrent,SEA
