id,person_id,active,first_name,last_name,phonetic_name,display_name,shoots,hometown,homeprov,homecntry,homeplace,birthtown,birthprov,birthcntry,birthplace,height,weight,height_hyphenated,hidden,current_team,player_id,status,birthdate,birthdate_year,rawbirthdate,latest_team_id,veteran_status,veteran_description,team_name,division,tp_jersey_number,rookie,position_id,position,nhlteam,playerId,isRookie,h,w,draft_status,draftinfo,name,player_image,catches,team_id,season_id
42,44,1,Abby,Roque,AH-bee rawk,,R,"Sault Ste. Marie, MI",Michigan,,"Sault Ste. Marie, Michigan",Sault Ste. Marie,Michigan,United States,"Sault Ste. Marie, Michigan","5'7""",0,"5-7""",0,,42,Signed,1997-09-25,'97,1997-09-25,4,2,,New York Sirens,PWHL,11,0,8,F,,42,&nbsp;,"5'7""",0,,NA,Abby Roque,https://assets.leaguestat.com/pwhl/240x240/42.jpg,NA,4,4
206,402,1,Elle,Hartje,EHL hartch-ee ,,L,"Detroit, MI ",MI,,"Detroit, Michigan",Detroit,Michigan,United States,"Detroit, Michigan",5'5,0,5-5,0,,206,Camp Invitee,2001-04-13,'01,2001-04-13,4,2,,New York Sirens,PWHL,13,1,8,F,,206,*,5'5,0,,NA,Elle Hartje,https://assets.leaguestat.com/pwhl/240x240/206.jpg,NA,4,4
87,106,1,Jaime,Bourbonnais,JAY-mee BUHR-buh-NAY,,R,"Mississauga, ON",Ontario,,"Mississauga,, Ontario","Mississauga,",Ontario,Canada,"Mississauga,, Ontario",5'7,0,5-7,0,,87,Signed,1998-09-09,'98,1998-09-09,4,2,,New York Sirens,PWHL,14,0,1,D,,87,&nbsp;,5'7,0,,NA,Jaime Bourbonnais,https://assets.leaguestat.com/pwhl/240x240/87.jpg,NA,4,4
227,423,1,Gabby,Rosenthal,GAH-bee ROW-zehn-thahl,,R,"Blaine, MN",MN,,"Blaine , Minnesota",Blaine ,Minnesota,United States,"Blaine , Minnesota",5'7,0,5-7,0,,227,Camp Invitee,1999-09-13,'99,1999-09-13,4,2,,New York Sirens,PWHL,15,1,8,F,,227,*,5'7,0,,NA,Gabby Rosenthal,https://assets.leaguestat.com/pwhl/240x240/227.jpg,NA,4,4
146,179,1,Alexa,Gruschow,,,R,"Mechanicsburg, PA",,,,,,,,,0,,0,,146,Camp Invitee,1994-04-16,'94,1994-04-16,4,2,,New York Sirens,PWHL,16,0,8,F,,146,&nbsp;,,0,,NA,Alexa Gruschow,https://assets.leaguestat.com/pwhl/240x240/146.jpg,NA,4,4
44,46,1,Ella,Shelton,EH-LUH SHEHL-tuhn,,L,"Ingersoll, ON",Ontario,,"Ingersoll, Ontario",Ingersoll,Ontario,Canada,"Ingersoll, Ontario","5'8""",0,"5-8""",0,,44,Signed,1998-01-19,'98,1998-01-19,4,2,,New York Sirens,PWHL,17,0,1,D,,44,&nbsp;,"5'8""",0,,NA,Ella Shelton,https://assets.leaguestat.com/pwhl/240x240/44.jpg,NA,4,4
37,39,1,Élizabeth,Giguère,EH-liz-uh-bet ZHIH-gair,,R,"Quebec City, QC",Quebec,,"Québec, Québec",Québec,Québec,Canada,"Québec, Québec",5'10,0,5-10,0,,37,Signed,1997-05-08,'97,1997-05-08,4,2,,New York Sirens,PWHL,18,0,8,F,,37,&nbsp;,5'10,0,,NA,Élizabeth Giguère,https://assets.leaguestat.com/pwhl/240x240/37.jpg,NA,4,4
40,42,1,Paetyn,Levis,PAY-tuhn LEH-vihs,,R,"Rogers, MN",Minnesota,,"Rogers, Minnesota",Rogers,Minnesota,United States,"Rogers, Minnesota","5'5""",0,"5-5""",0,,40,Camp Invitee,1999-11-06,'99,1999-11-06,4,2,,New York Sirens,PWHL,19,0,8,F,,40,&nbsp;,"5'5""",0,,NA,Paetyn Levis,https://assets.leaguestat.com/pwhl/240x240/40.jpg,NA,4,4
230,426,1,Allyson,Simpson,ah-lih-suhn SIHMP-suhn,,R,"Frisco, TX",TX,,"Frisco, Texas",Frisco,Texas,United States,"Frisco, Texas","5'8""",0,"5-8""",0,,230,None,2000-12-20,'00,2000-12-20,4,2,,New York Sirens,PWHL,20,1,1,D,,230,*,"5'8""",0,,NA,Allyson Simpson,https://assets.leaguestat.com/pwhl/240x240/230.jpg,NA,4,4
148,181,1,Madison,Packer,,,R,"Birmingham, MI",,,,,,,,,0,,0,,148,Camp Invitee,1991-06-25,'91,1991-06-25,4,2,,New York Sirens,PWHL,23,0,8,F,,148,&nbsp;,,0,,NA,Madison Packer,https://assets.leaguestat.com/pwhl/240x240/148.jpg,NA,4,4
34,36,1,Alex,Carpenter,AL-ehx KAHR-pehn-tuhr,,L,"North Reading, MA",Massachusetts,,"North Reading, Massachusetts",North Reading,Massachusetts,United States,"North Reading, Massachusetts","5'7""",0,"5-7""",0,,34,Signed,1994-04-13,'94,1994-04-13,4,2,,New York Sirens,PWHL,25,0,8,F,,34,&nbsp;,"5'7""",0,,NA,Alex Carpenter,https://assets.leaguestat.com/pwhl/240x240/34.jpg,NA,4,4
35,37,1,Jade,Downie-Landry,JAYD DOW-nee LAN-dree,,L,"St-Jean-sur-Richelieu, QC",Quebec,Canada,"St-Jean-sur-Richelieu, QC, Québec","St-Jean-sur-Richelieu, QC",Québec,Canada,"St-Jean-sur-Richelieu, QC, Québec",5'9,0,5-9,0,,35,Signed,1995-10-03,'95,1995-10-03,4,2,,New York Sirens,PWHL,27,0,8,F,,35,&nbsp;,5'9,0,,NA,Jade Downie-Landry,https://assets.leaguestat.com/pwhl/240x240/35.jpg,NA,4,4
47,49,1,Micah,Zandee-Hart,MIGHK-UH ZAN-dee HAHRT ,,L,"Saanichton, BC",BC,,"Saanichton, British Columbia",Saanichton,British Columbia,Canada,"Saanichton, British Columbia",5'8,0,5-8,0,,47,Signed,1997-01-13,'97,1997-01-13,4,2,,New York Sirens,PWHL,28,0,1,D,,47,&nbsp;,5'8,0,,NA,Micah Zandee-Hart,https://assets.leaguestat.com/pwhl/240x240/47.jpg,NA,4,4
204,400,1,Emmy,Fecteau,eh-MEE fehk-TOH,,L,Saint-Odilon-de-Cranbourn,QC,,"Saint-Odilon-de-Cranbourn, Québec",Saint-Odilon-de-Cranbourn,Québec,Canada,"Saint-Odilon-de-Cranbourn, Québec",5'6,0,5-6,0,,204,Camp Invitee,1999-04-07,'99,1999-04-07,4,2,,New York Sirens,PWHL,29,1,8,F,,204,*,5'6,0,,NA,Emmy Fecteau,https://assets.leaguestat.com/pwhl/240x240/204.jpg,NA,4,4
155,188,1,Corinne,Schroeder,kohr-een SHROW-duhr,,R,"Elm Creek, MB",,,"Elm Creek, Manitoba",Elm Creek,Manitoba,Canada,"Elm Creek, Manitoba","5'11""",0,"5-11""",0,,155,Signed,1999-08-17,'99,1999-08-17,4,2,,New York Sirens,PWHL,30,0,7,G,,155,&nbsp;,"5'11""",0,,NA,Corinne Schroeder,https://assets.leaguestat.com/pwhl/240x240/155.jpg,L,4,4
41,43,1,Abbey,Levy,AH-BEE LEE-vee,,L,"Congers, NY",New York,,"Congers, New York",Congers,New York,United States,"Congers, New York",6'1,0,6-1,0,,41,Signed,2000-04-02,'00,2000-04-02,4,2,,New York Sirens,PWHL,39,0,7,G,,41,&nbsp;,6'1,0,,NA,Abbey Levy,https://assets.leaguestat.com/pwhl/240x240/41.jpg,L,4,4
149,182,1,Jill,Saulnier,JIHL SAWN-yeigh ,,L,"Halifax, NS",,,"Halifax, Nova Scotia",Halifax,Nova Scotia,Canada,"Halifax, Nova Scotia",5'5,0,5-5,0,,149,Signed,1992-03-07,'92,1992-03-07,4,2,,New York Sirens,PWHL,44,0,8,F,,149,&nbsp;,5'5,0,,NA,Jill Saulnier,https://assets.leaguestat.com/pwhl/240x240/149.jpg,NA,4,4
147,180,1,Savannah,Norcross,,,R,"Lynn, MA",,,"Lynn, Massachusetts",Lynn,Massachusetts,United States,"Lynn, Massachusetts",5'7,0,5-7,0,,147,Camp Invitee,2000-06-10,'00,2000-06-10,4,2,,New York Sirens,PWHL,71,0,8,F,,147,&nbsp;,5'7,0,,NA,Savannah Norcross,https://assets.leaguestat.com/pwhl/240x240/147.jpg,NA,4,4
228,424,1,Kayle,Osborne,KAY-lee AWZ-born,,,"Westport, ON ",ON,,"Westport, Ontario",Westport,Ontario,Canada,"Westport, Ontario","5'8""",0,"5-8""",0,,228,None,2002-02-28,'02,2002-02-28,4,2,,New York Sirens,PWHL,82,1,7,G,,228,*,"5'8""",0,,NA,Kayle Osborne,https://assets.leaguestat.com/pwhl/240x240/228.jpg,L,4,4
150,183,0,Taylor,Baker,TAY-luhr BAY-kuhr,,R,"Toronto, ON",,,"Toronto, Ontario",Toronto,Ontario,Canada,"Toronto, Ontario",5'5,0,5-5,0,,150,Camp Invitee,1997-07-30,'97,1997-07-30,4,2,,New York Sirens,PWHL,4,0,1,D,,150,&nbsp;,5'5,0,,NA,Taylor Baker,https://assets.leaguestat.com/pwhl/240x240/150.jpg,NA,4,4
33,35,0,Chloé,Aurard-Bushee,CLOH-ee OH-rahrd,,L,"Villard-de-Lans, FRA",FRA,France,"Villard-de-Lans, France",Villard-de-Lans,,France,"Villard-de-Lans, ",5'6,0,5-6,0,,33,Signed,1999-03-15,'99,1999-03-15,4,2,,New York Sirens,PWHL,12,0,8,F,,33,&nbsp;,5'6,0,,NA,Chloé Aurard-Bushee,https://assets.leaguestat.com/pwhl/240x240/33.jpg,NA,4,4
231,427,0,Noora,Tulus,noh-RUH toh-LOHSH,,R,"Vantaa, FIN",FIN,,"Vantaa, Finland",Vantaa,,Finland,"Vantaa, ","5'5""",0,"5-5""",0,,231,None,1995-08-15,'95,1995-08-15,4,2,,New York Sirens,PWHL,40,1,8,F,,231,*,"5'5""",0,,NA,Noora Tulus,https://assets.leaguestat.com/pwhl/240x240/231.jpg,NA,4,4
62,64,1,Aneta,Tejralová,AH-neh-TAH TEH-ruh-low-VAH,,L,"Prague, CZE",CZE,,"Prague, Czechia",Prague,,Czechia,"Prague, ",5'5,0,5-5,0,,62,Signed,1996-01-04,'96,1996-01-04,5,2,,Ottawa Charge,PWHL,2,0,1,D,,62,&nbsp;,5'5,0,,NA,Aneta Tejralová,https://assets.leaguestat.com/pwhl/240x240/62.jpg,NA,5,4
52,54,1,Zoe,Boyd, ZOH-ee boy-d,,L,"Caledon East, ON",Ontario,,"Caledon East, Ontario",Caledon East,Ontario,Canada,"Caledon East, Ontario",5'8,0,5-8,0,,52,Signed,2000-08-09,'00,2000-08-09,5,2,,Ottawa Charge,PWHL,3,0,1,D,,52,&nbsp;,5'8,0,,NA,Zoe Boyd,https://assets.leaguestat.com/pwhl/240x240/52.jpg,NA,5,4
108,138,1,Samantha,Isbell,,,L,"Thunder Bay, ON",,,"Thunder Bay, Ontario",Thunder Bay,Ontario,Canada,"Thunder Bay, Ontario",5'7,0,5-7,0,,108,None,1998-02-17,'98,1998-02-17,5,2,,Ottawa Charge,PWHL,5,0,8,F,,108,&nbsp;,5'7,0,,NA,Samantha Isbell,https://assets.leaguestat.com/pwhl/240x240/108.jpg,NA,5,4
219,415,1,Stephanie,Markowski,STEH-fuh-nee MAR-kow-skee,,L,"Edmonton, AB",AB,,"Edmonton, Alberta",Edmonton,Alberta,Canada,"Edmonton, Alberta",5'8,0,5-8,0,,219,Draftee,2001-08-24,'01,2001-08-24,5,2,,Ottawa Charge,PWHL,6,1,1,D,,219,*,5'8,0,,NA,Stephanie Markowski,https://assets.leaguestat.com/pwhl/240x240/219.jpg,NA,5,4
142,175,1,Natalie,Snodgrass,NAT-uh-lee SNAWD-grahs,,L,"Eagan, MN",,,"Eagan, Minnesota",Eagan,Minnesota,United States,"Eagan, Minnesota","5'6""",0,"5-6""",0,,142,Signed,1998-12-17,'98,1998-12-17,5,2,,Ottawa Charge,PWHL,8,0,8,F,,142,&nbsp;,"5'6""",0,,NA,Natalie Snodgrass,https://assets.leaguestat.com/pwhl/240x240/142.jpg,NA,5,4
101,129,1,Alexa,Vasko,AH-lehks-UH VAHS-koh,,L,"St. Catharines, ON",Ontario,Canada,"St. Catharines, Ontario",St. Catharines,Ontario,Canada,"St. Catharines, Ontario",5'5,0,5-5,0,,101,Signed,1999-02-07,'99,1999-02-07,5,2,,Ottawa Charge,PWHL,10,0,8,F,,101,&nbsp;,5'5,0,,NA,Alexa Vasko,https://assets.leaguestat.com/pwhl/240x240/101.jpg,NA,5,4
161,196,1,Tereza,Vanišová, TAH-ree-zuh VAH-nee-soh-VUH,,L,"Strakonice, CZE",CZE,,"Strakonice, Czechia, Czechia",Strakonice,Czechia,Czechia,"Strakonice, Czechia",5'7,0,5-7,0,,161,Signed,1996-01-30,'96,1996-01-30,5,2,,Ottawa Charge,PWHL,13,0,8,F,,161,&nbsp;,5'7,0,,NA,Tereza Vanišová,https://assets.leaguestat.com/pwhl/240x240/161.jpg,NA,5,4
61,63,1,Hayley,Scamurra,HAY-LEE SKUH-more-uh,,L,"Buffalo, NY",New York,,"Buffalo, New York",Buffalo,New York,United States,"Buffalo, New York","5'8""",0,"5-8""",0,,61,Signed,1994-12-14,'94,1994-12-14,5,2,,Ottawa Charge,PWHL,14,0,8,F,,61,&nbsp;,"5'8""",0,,NA,Hayley Scamurra,https://assets.leaguestat.com/pwhl/240x240/61.jpg,NA,5,4
56,58,1,Savannah,Harmon,SAH-VAHN-UH HAR-mihn,,L,"Downers Grove, IL",Illinois,,"Downers Grove, Illinois",Downers Grove,Illinois,United States,"Downers Grove, Illinois","5'3""",0,"5-3""",0,,56,Signed,1995-10-27,'95,1995-10-27,5,2,,Ottawa Charge,PWHL,15,0,1,D,,56,&nbsp;,"5'3""",0,,NA,Savannah Harmon,https://assets.leaguestat.com/pwhl/240x240/56.jpg,NA,5,4
88,107,1,Kateřina,Mrázová,KAH-teh-REE-nuh MRAH-zoh-vuh,,L,"Kolín, CZE",CZE,,"Kolín, Czechia",Kolín,,Czechia,"Kolín, ",5'4,0,5-4,0,,88,Signed,1992-10-19,'92,1992-10-19,5,2,,Ottawa Charge,PWHL,16,0,8,F,,88,&nbsp;,5'4,0,,NA,Kateřina Mrázová,https://assets.leaguestat.com/pwhl/240x240/88.jpg,NA,5,4
57,59,1,Gabbie,Hughes,GAH-Bee HEWS,,L,"Lino Lakes, MN",Minnesota,,"Lino Lakes, Minnesota",Lino Lakes,Minnesota,United States,"Lino Lakes, Minnesota",5'9,0,5-9,0,,57,Signed,1999-10-04,'99,1999-10-04,5,2,,Ottawa Charge,PWHL,17,0,8,F,,57,&nbsp;,5'9,0,,NA,Gabbie Hughes,https://assets.leaguestat.com/pwhl/240x240/57.jpg,NA,5,4
220,416,1,Mannon,McMahon,MA-nuhn mihk-MAN,,R,"Maple Grove, MN",MN,,"Maple Grove, Minnesota",Maple Grove,Minnesota,United States,"Maple Grove, Minnesota",5'7,0,5-7,0,,220,Draftee,2001-07-29,'01,2001-07-29,5,2,,Ottawa Charge,PWHL,18,1,8,F,,220,*,5'7,0,,NA,Mannon McMahon,https://assets.leaguestat.com/pwhl/240x240/220.jpg,NA,5,4
58,60,1,Brianne,Jenner,BREE-an JEH-nuhr,,R,"Oakville, ON",Ontario,Canada,"Oakville, Ontario",Oakville,Ontario,Canada,"Oakville, Ontario",5'9,0,5-9,0,,58,Signed,1991-05-04,'91,1991-05-04,5,2,,Ottawa Charge,PWHL,19,0,8,F,,58,&nbsp;,5'9,0,,NA,Brianne Jenner,https://assets.leaguestat.com/pwhl/240x240/58.jpg,NA,5,4
50,52,1,Ashton,Bell,ASH-tuhn BEHL,,R,"Deloraine, MB",Manitoba,,"Deloraine, MB, Manitoba","Deloraine, MB",Manitoba,Canada,"Deloraine, MB, Manitoba","5'9""",0,"5-9""",0,,50,Signed,1999-12-07,'99,1999-12-07,5,2,,Ottawa Charge,PWHL,21,0,1,D,,50,&nbsp;,"5'9""",0,,NA,Ashton Bell,https://assets.leaguestat.com/pwhl/240x240/50.jpg,NA,5,4
217,413,1,Taylor,House,TAY-luhr HOUS,,L,"Joliet, IL",IL,,"Joliet, Illinois",Joliet,Illinois,United States,"Joliet, Illinois",5'10,0,5-10,0,,217,Draftee,1998-09-29,'98,1998-09-29,5,2,,Ottawa Charge,PWHL,22,1,8,F,,217,*,5'10,0,,NA,Taylor House,https://assets.leaguestat.com/pwhl/240x240/217.jpg,NA,5,4
53,55,1,Emily,Clark, EH-MIH-LEE KLAHRK,,L,"Saskatoon, SK",Saskatchewan,Canada,"Saskatoon, Saskatchewan",Saskatoon,Saskatchewan,Canada,"Saskatoon, Saskatchewan",5'7,0,5-7,0,,53,Signed,1995-11-28,'95,1995-11-28,5,2,,Ottawa Charge,PWHL,26,0,8,F,,53,&nbsp;,5'7,0,,NA,Emily Clark,https://assets.leaguestat.com/pwhl/240x240/53.jpg,NA,5,4
4,6,1,Shiann,Darkangelo,SHIGH-an  DAHRK-an-juh-loh,,L,"Brighton, MI",Michigan,,"Brighton, Michigan",Brighton,Michigan,United States,"Brighton, Michigan","5'11""",0,"5-11""",0,,4,Signed,1993-11-28,'93,1993-11-28,5,2,,Ottawa Charge,PWHL,27,0,8,F,,4,&nbsp;,"5'11""",0,,NA,Shiann Darkangelo,https://assets.leaguestat.com/pwhl/240x240/4.jpg,NA,5,4
222,418,1,Gwyneth,Philips,GWIH-nihth FIH-lihps,,,"Athens, OH",OH,,"Athens, Ohio",Athens,Ohio,United States,"Athens, Ohio",5'7,0,5-7,0,,222,Signed,2000-09-17,'00,2000-09-17,5,2,,Ottawa Charge,PWHL,33,1,7,G,,222,*,5'7,0,,NA,Gwyneth Philips,https://assets.leaguestat.com/pwhl/240x240/222.jpg,R,5,4
72,74,1,Rebecca,Leslie,RUH-beh-kuh LEHS-lee,,R,"Ottawa, ON",Ontario,,"Ottawa, Ontario",Ottawa,Ontario,Canada,"Ottawa, Ontario",5'6,0,5-6,0,,72,Signed,1996-05-08,'96,1996-05-08,5,2,,Ottawa Charge,PWHL,37,0,8,F,,72,&nbsp;,5'6,0,,NA,Rebecca Leslie,https://assets.leaguestat.com/pwhl/240x240/72.jpg,NA,5,4
59,61,1,Emerance,Maschmeyer,EH-muhr-ehns MASH-my-uhr,,L,"Bruderheim, AB",Alberta,,"Bruderheim, Alberta",Bruderheim,Alberta,Canada,"Bruderheim, Alberta",5'6,0,5-6,0,,59,Signed,1994-10-05,'94,1994-10-05,5,2,,Ottawa Charge,PWHL,38,0,7,G,,59,&nbsp;,5'6,0,,NA,Emerance Maschmeyer,https://assets.leaguestat.com/pwhl/240x240/59.jpg,L,5,4
218,414,1,Alexandra,Lehmann,,,,"Cecil Lake, BC",BC,,,,,,,,,,0,,218,Draftee,2000-02-21,'00,2000-02-21,5,2,,Ottawa Charge,PWHL,40,1,7,G,,218,*,,,,NA,Alexandra Lehmann,https://lscluster.hockeytech.com/img/nophoto.png,L,5,4
60,62,1,Jincy,Roese,JIN-see ROWZ,,L,"O'Fallon, MO",Missouri,,"O'Fallon, Missouri ",O'Fallon,Missouri ,United States,"O'Fallon, Missouri ","5'6""",0,"5-6""",0,,60,Signed,1997-05-15,'97,1997-05-15,5,2,,Ottawa Charge,PWHL,71,0,1,D,,60,&nbsp;,"5'6""",0,,NA,Jincy Roese,https://assets.leaguestat.com/pwhl/240x240/60.jpg,NA,5,4
223,419,1,Ronja,Savolainen,ROHN-yah SEH-voh-LIGH-nehn,,L,"Helsinki, FIN",FIN,,"Helsinki, Finland",Helsinki,,Finland,"Helsinki, ",5'10,0,5-10,0,,223,Signed,1997-11-29,'97,1997-11-29,5,2,,Ottawa Charge,PWHL,88,1,1,D,,223,*,5'10,0,,NA,Ronja Savolainen,https://assets.leaguestat.com/pwhl/240x240/223.jpg,NA,5,4
224,420,1,Danielle,Serdachny,DAN-yehl suhr-DAK-nee,,R,"Edmonton, AB",AB,,"Edmonton, Alberta",Edmonton,Alberta,Canada,"Edmonton, Alberta","5'9""",0,"5-9""",0,,224,Signed,2001-05-12,'01,2001-05-12,5,2,,Ottawa Charge,PWHL,92,1,8,F,,224,*,"5'9""",0,,NA,Danielle Serdachny,https://assets.leaguestat.com/pwhl/240x240/224.jpg,NA,5,4
221,417,1,Anna,Meixner,AH-NAH mighks-NAH,,L,"Zell Am See, AUT",AUT,,"Zell Am See, Austria",Zell Am See,,Austria,"Zell Am See, ",5'3,0,5-3,0,,221,Signed,1994-06-16,'94,1994-06-16,5,2,,Ottawa Charge,PWHL,94,1,8,F,,221,*,5'3,0,,NA,Anna Meixner,https://assets.leaguestat.com/pwhl/240x240/221.jpg,NA,5,4
226,422,0,Madeline,Wethington,,,L,"Edina, MN",MN,,"Edina, Minnesota",Edina,Minnesota,United States,"Edina, Minnesota",,0,,0,,226,Camp Invitee,2000-07-14,'00,2000-07-14,5,2,,Ottawa Charge,PWHL,4,1,1,D,,226,*,,0,,NA,Madeline Wethington,https://lscluster.hockeytech.com/img/nophoto.png,NA,5,4
215,411,0,Jessica,Adolfsson,JEH-sih-kuh AY-dawlf-SUHN,,L,"Linköping, SWE",SWE,,"Linköping, Sweden",Linköping,,Sweden,"Linköping, ",5'9,0,5-9,0,,215,Reserve,1998-07-15,'98,1998-07-15,5,2,,Ottawa Charge,PWHL,9,1,1,D,,215,*,5'9,0,,NA,Jessica Adolfsson,https://assets.leaguestat.com/pwhl/240x240/215.jpg,NA,5,4
216,412,0,Logan,Angers, loh-gahn AN-guhrs,,,"Winnipeg, MB",MB,,"Winnipeg, Manitoba",Winnipeg,Manitoba,Canada,"Winnipeg, Manitoba",6'0,0,6-0,0,,216,Signed,2000-01-07,'00,2000-01-07,5,2,,Ottawa Charge,PWHL,35,1,7,G,,216,*,6'0,0,,NA,Logan Angers,https://assets.leaguestat.com/pwhl/240x240/216.jpg,R,5,4
225,421,0,Audrey-Anne,Veillette,,,R,"Drummondville, QC",QC,Canada,"Drummondville, Quebec",Drummondville,Quebec,Canada,"Drummondville, Quebec",5'7'',0,5-,0,,225,Camp Invitee,2000-12-03,'00,2000-12-03,5,2,,Ottawa Charge,PWHL,44,1,8,F,,225,*,5'7'',0,,NA,Audrey-Anne Veillette,https://lscluster.hockeytech.com/img/nophoto.png,NA,5,4
211,407,1,Raygan,Kirk,ray-GEHN kurk,,,"Ste. Anne, MB",MB,,"Ste. Anne, Manitoba",Ste. Anne,Manitoba,Canada,"Ste. Anne, Manitoba",5'8,0,5-8,0,,211,Signed,2001-03-11,'01,2001-03-11,6,2,,Toronto Sceptres,PWHL,1,1,7,G,,211,*,5'8,0,,NA,Raygan Kirk,https://assets.leaguestat.com/pwhl/240x240/211.jpg,L,6,4
132,165,1,Jessica,Kondas,JEH-sih-KUH KAWN-duhs,,R,"Calgary, AB",,,"Calgary, Alberta",Calgary,Alberta,Canada,"Calgary, Alberta","5'9""",0,"5-9""",0,,132,Camp Invitee,2000-01-03,'00,2000-01-03,6,2,,Toronto Sceptres,PWHL,2,0,1,D,,132,&nbsp;,"5'9""",0,,NA,Jessica Kondas,https://assets.leaguestat.com/pwhl/240x240/132.jpg,NA,6,4
71,73,1,Jocelyne,Larocque,JOSS-lihn LA-rawk  ,,L,"Ste. Anne, MB",Manitoba,,"Ste. Anne, Manitoba",Ste. Anne,Manitoba,Canada,"Ste. Anne, Manitoba",5'5,0,5-5,0,,71,Signed,1988-05-19,'88,1988-05-19,6,2,,Toronto Sceptres,PWHL,3,0,1,D,,71,&nbsp;,5'5,0,,NA,Jocelyne Larocque,https://assets.leaguestat.com/pwhl/240x240/71.jpg,NA,6,4
68,70,1,Kali,Flanagan,KAH-lee FLAN-uh-gehn,,R,"Burlington, MA",,,"Burlington, Massachussetts",Burlington,Massachussetts,United States,"Burlington, Massachussetts","5'4""",0,"5-4""",0,,68,Signed,1995-09-19,'95,1995-09-19,6,2,,Toronto Sceptres,PWHL,6,0,1,D,,68,&nbsp;,"5'4""",0,,NA,Kali Flanagan,https://assets.leaguestat.com/pwhl/240x240/68.jpg,NA,6,4
131,164,1,Olivia,Knowles,UH-lihv-ee-uh NOHLZ  ,,R,"Campbell River, BC",,,"Campbell River, British Columbia",Campbell River,British Columbia,Canada,"Campbell River, British Columbia",5'9,0,5-9,0,,131,Camp Invitee,1999-01-24,'99,1999-01-24,6,2,,Toronto Sceptres,PWHL,7,0,1,D,,131,&nbsp;,5'9,0,,NA,Olivia Knowles,https://assets.leaguestat.com/pwhl/240x240/131.jpg,NA,6,4
209,405,1,Izzy,Daniel,IH-zee DAN-yuhl,,R,"Minneapolis, MN",MN,,"Minneapolis, Minnesota",Minneapolis,Minnesota,United States,"Minneapolis, Minnesota","5'5""",0,"5-5""",0,,209,Signed,2000-09-29,'00,2000-09-29,6,2,,Toronto Sceptres,PWHL,8,1,8,F,,209,*,"5'5""",0,,NA,Izzy Daniel,https://assets.leaguestat.com/pwhl/240x240/209.jpg,NA,6,4
63,65,1,Daryl,Watts,DAIR-uhl WAHTS,,L,"Toronto, ON",Ontario,,"Toronto, Ontario",Toronto,Ontario,Canada,"Toronto, Ontario","5'6""",0,"5-6""",0,,63,Signed,1999-05-15,'99,1999-05-15,6,2,,Toronto Sceptres,PWHL,9,0,8,F,,63,&nbsp;,"5'6""",0,,NA,Daryl Watts,https://assets.leaguestat.com/pwhl/240x240/63.jpg,NA,6,4
74,76,1,Allie,Munroe,AH-lee MUHN-roh,,L,"Yarmouth, NS",Nova Scotia,,"Yarmouth, Nova Scotia",Yarmouth,Nova Scotia,Canada,"Yarmouth, Nova Scotia","5'6""",0,"5-6""",0,,74,Signed,1997-04-20,'97,1997-04-20,6,2,,Toronto Sceptres,PWHL,12,0,1,D,,74,&nbsp;,"5'6""",0,,NA,Allie Munroe,https://assets.leaguestat.com/pwhl/240x240/74.jpg,NA,6,4
67,69,1,Renata,Fast,REH-NAH-tuh FAST,,R,"Burlington, ON",Ontario,,"Burlington, Ontario",Burlington,Ontario,Canada,"Burlington, Ontario","5'7""",0,"5-7""",0,,67,Signed,1994-10-06,'94,1994-10-06,6,2,,Toronto Sceptres,PWHL,14,0,1,D,,67,&nbsp;,"5'7""",0,,NA,Renata Fast,https://assets.leaguestat.com/pwhl/240x240/67.jpg,NA,6,4
213,409,1,Anneke,Rankila,AH-nik-KUH REHN-kuh-lah,,R,"Lino Lakes, MN",MN,,"Lino Lakes, Minnesota",Lino Lakes,Minnesota,United States,"Lino Lakes, Minnesota",5'10,0,5-10,0,,213,Draftee,1999-11-10,'99,1999-11-10,6,2,,Toronto Sceptres,PWHL,15,1,8,F,,213,*,5'10,0,,NA,Anneke Rankila,https://assets.leaguestat.com/pwhl/240x240/213.jpg,NA,6,4
126,159,1,Samantha,Cogan,SAH-MAN-tha KOH-guhn,,L,"Ottawa, ON",,,,,,,,"5'8""",,"5-8""",0,,126,Camp Invitee,1997-07-07,'97,1997-07-07,6,2,,Toronto Sceptres,PWHL,17,0,8,F,,126,&nbsp;,"5'8""",,,NA,Samantha Cogan,https://assets.leaguestat.com/pwhl/240x240/126.jpg,NA,6,4
65,67,1,Jesse,Compher,JEH-see KUHM-fuhr,,R,"Northbrook, IL",Illinois,,"Northbrook, Illinois",Northbrook,Illinois,United States,"Northbrook, Illinois","5'8""",0,"5-8""",0,,65,Signed,1999-07-01,'99,1999-07-01,6,2,,Toronto Sceptres,PWHL,18,0,8,F,,65,&nbsp;,"5'8""",0,,NA,Jesse Compher,https://assets.leaguestat.com/pwhl/240x240/65.jpg,NA,6,4
207,403,1,Lauren,Bernard,LOR-ehn buhr-NARD,,L,"Madison, OH",OH,,"Madison , Ohio",Madison ,Ohio,United States,"Madison , Ohio",5'7,0,5-7,0,,207,Draftee,2001-07-15,'01,2001-07-15,6,2,,Toronto Sceptres,PWHL,19,1,1,D,,207,*,5'7,0,,NA,Lauren Bernard,https://assets.leaguestat.com/pwhl/240x240/207.jpg,NA,6,4
